subject,category,term,definition,,,
LC Chemistry,Stoichiometry,Stoichiometry,The study of the quantitative relationships between the amounts of reactants and products in a chemical reaction.,,,
LC Chemistry,Stoichiometry,Law of Conservation of Mass,Mass is neither created nor destroyed in a chemical reaction; the total mass of reactants equals the total mass of products.,,,
LC Chemistry,Stoichiometry,Limiting Reactant,The reactant that is completely consumed in a chemical reaction and determines the amount of product formed.,,,
LC Chemistry,Stoichiometry,Percentage Yield,(Actual yield / Theoretical yield) x 100.,,,
LC Chemistry,Stoichiometry,Molarity (M),"A measure of concentration, defined as the number of moles of solute per litre of solution (mol/L).",,,
LC Chemistry,Stoichiometry,Dilution Formula,"M₁V₁ = M₂V₂, used to calculate the new concentration or volume of a solution after it has been diluted.",,,
LC Chemistry,Stoichiometry,Gravimetric Analysis,A quantitative analysis technique that involves measuring the mass of a substance.,,,
LC Chemistry,Gas Laws,Boyle's Law,"For a fixed mass of gas at constant temperature, the pressure is inversely proportional to the volume (P₁V₁ = P₂V₂).",,,
LC Chemistry,Gas Laws,Charles' Law,"For a fixed mass of gas at constant pressure, the volume is directly proportional to its absolute temperature in Kelvin (V₁/T₁ = V₂/T₂).",,,
LC Chemistry,Gas Laws,Gay-Lussac's Law of Combining Volumes,"In a reaction between gases, the volumes of the reacting gases and the volumes of the products are in a simple whole-number ratio, when measured at the same temperature and pressure.",,,
LC Chemistry,Gas Laws,Avogadro's Law,"Equal volumes of all gases, at the same temperature and pressure, contain the same number of molecules.",,,
LC Chemistry,Gas Laws,Ideal Gas Equation,"PV = nRT, where P is pressure, V is volume, n is moles, R is the ideal gas constant, and T is temperature in Kelvin.",,,
LC Chemistry,Gas Laws,Dalton's Law of Partial Pressures,The total pressure of a mixture of gases is equal to the sum of the partial pressures of the individual gases.,,,
LC Chemistry,Gas Laws,Graham's Law of Diffusion,The rate of diffusion of a gas is inversely proportional to the square root of its molar mass.,,,
LC Chemistry,Acids and Bases,Arrhenius Acid,A substance that dissociates in water to produce H⁺ ions.,,,
LC Chemistry,Acids and Bases,Arrhenius Base,A substance that dissociates in water to produce OH⁻ ions.,,,
LC Chemistry,Acids and Bases,Brønsted-Lowry Acid,A proton (H⁺) donor.,,,
LC Chemistry,Acids and Bases,Brønsted-Lowry Base,A proton (H⁺) acceptor.,,,
LC Chemistry,Acids and Bases,Conjugate Acid-Base Pair,Two species that differ by a single proton (H⁺).,,,
LC Chemistry,Acids and Bases,Amphoteric Substance,"A substance that can act as both an acid and a base (e.g., water).",,,
LC Chemistry,Acids and Bases,Neutralisation,The reaction between an acid and a base to form a salt and water.,,,
LC Chemistry,Acids and Bases,Strong Acid,An acid that completely dissociates into its ions in aqueous solution.,,,
LC Chemistry,Acids and Bases,Weak Acid,An acid that only partially dissociates into its ions in aqueous solution.,,,
LC Chemistry,Acids and Bases,Strong Base,A base that completely dissociates into its ions in aqueous solution.,,,
LC Chemistry,Acids and Bases,Weak Base,A base that only partially dissociates into its ions in aqueous solution.,,,
LC Chemistry,Acids and Bases,pH Scale,A logarithmic scale from 0 to 14 used to measure the acidity or alkalinity of a solution.,,,
LC Chemistry,Acids and Bases,pH Definition,"pH = -log₁₀[H⁺], where [H⁺] is the hydrogen ion concentration.",,,
LC Chemistry,Acids and Bases,pOH Definition,"pOH = -log₁₀[OH⁻], where [OH⁻] is the hydroxide ion concentration.",,,
LC Chemistry,Acids and Bases,Ionic Product of Water (Kw),"The equilibrium constant for the autoionisation of water, Kw = [H⁺][OH⁻] = 1.0 x 10⁻¹⁴ at 25°C.",,,
LC Chemistry,Acids and Bases,Acid-Base Titration,A volumetric analysis technique used to determine the concentration of an acid or base by reacting it with a solution of known concentration.,,,
LC Chemistry,Acids and Bases,Equivalence Point,The point in a titration at which the amount of titrant added is just enough to completely neutralise the analyte solution.,,,
LC Chemistry,Acids and Bases,End Point,"The point in a titration where the indicator changes colour, signaling that the equivalence point has been reached.",,,
LC Chemistry,Acids and Bases,Acid-Base Indicator,A weak acid or base that changes colour over a specific pH range.,,,
LC Chemistry,Acids and Bases,Standard Solution,A solution of accurately known concentration.,,,
LC Chemistry,Acids and Bases,Buffer Solution,A solution that resists changes in pH upon the addition of small amounts of acid or base.,,,
LC Chemistry,Acids and Bases,Acid Anhydride,A non-metal oxide that reacts with water to form an acid.,,,
LC Chemistry,Acids and Bases,Basic Anhydride,A metal oxide that reacts with water to form a base.,,,
LC Chemistry,Volumetric Analysis,Primary Standard,A substance that is so pure that its mass can be used to directly calculate the moles and concentration of a solution.,,,
LC Chemistry,Volumetric Analysis,Meniscus,The curved upper surface of a liquid in a tube.,,,
LC Chemistry,Volumetric Analysis,Pipette,A glass instrument used to accurately deliver a fixed volume of liquid.,,,
LC Chemistry,Volumetric Analysis,Burette,"A graduated glass tube with a tap at one end, for delivering known volumes of a liquid, especially in titrations.",,,
LC Chemistry,Volumetric Analysis,Volumetric Flask,A piece of laboratory glassware used to prepare a solution of a known volume and concentration.,,,
LC Chemistry,Rates of Reaction,Rate of Reaction,The change in concentration of a reactant or product per unit time.,,,
LC Chemistry,Rates of Reaction,Collision Theory,"For a reaction to occur, particles must collide with sufficient energy (activation energy) and with the correct orientation.",,,
LC Chemistry,Rates of Reaction,Effective Collision,A collision that results in the formation of products.,,,
LC Chemistry,Rates of Reaction,Activation Energy (Ea),The minimum amount of energy that colliding particles must possess for a reaction to occur.,,,
LC Chemistry,Rates of Reaction,Catalyst,"A substance that increases the rate of a chemical reaction without being consumed in the reaction, by providing an alternative reaction pathway with a lower activation energy.",,,
LC Chemistry,Rates of Reaction,Homogeneous Catalysis,Catalysis in which the catalyst is in the same phase as the reactants.,,,
